,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,like
286,Waterloo Revival,Something You Ain't Ever Had,Something You Ain't Ever Had,24QBf1y8rRcyBgKjoUlIdn,0.488,0.7809999999999999,9,-5.757999999999999,1,0.0446,0.0,0.20800000000000002,0.5820000000000001,76.971,188002,4,False
287,Little Richard,The Georgia Peach,Tutti Frutti,0Fau19QCs19VC7OWohMdzu,0.534,0.433,10,-10.135,1,0.0635,0.0,0.0514,0.963,184.899,143427,4,False
288,Dan Dark,Chillathon,Chillathon,4Vrjk02h7Y6fBettzAUl6Z,0.685,0.523,1,-10.117,1,0.105,0.366,0.0714,0.7170000000000001,195.91400000000002,213039,4,False
289,Jonny Greenwood,Penderecki & Greenwood: Threnody for the Victims of Hiroshima / Popcorn Superhet Receiver / Polymorphia / 48 Responses to Polymorphia,Penderecki: Threnody for the Victims of Hiroshima,1MGfFUjIcWQ3SrTNiu3cwb,0.162,0.21100000000000002,5,-20.649,0,0.0517,0.588,0.221,0.0356,84.693,546760,4,False
290,Aerosmith,Aerosmith's Greatest Hits,Walk This Way,2vX5WL7s6UdeQyweZEx7PP,0.629,0.785,5,-10.761,1,0.0471,9.45e-06,0.0522,0.8690000000000001,108.531,211027,4,False
291,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,All Along the Watchtower,7xdLNxZCtY68x5MAOBEmBq,0.429,0.812,8,-6.252000000000001,1,0.0657,2.44e-05,0.0882,0.625,113.279,238627,4,False
292,blink-182,Enema Of The State,All The Small Things,7yCPwWs66K8Ba5lFuU2bcx,0.439,0.8909999999999999,0,-4.763999999999999,1,0.057,0.0,0.547,0.695,148.599,168000,4,False
293,David Guetta,Listen (Deluxe),Lovers on the Sun (feat. Sam Martin),2i2zYdN4KCkTCDscdMYr87,0.645,0.8909999999999999,6,-2.505,0,0.0387,3.88e-06,0.379,0.568,124.915,203520,4,True
294,Chuck Berry,The Anthology,Maybellene - Single Version,7EqAuPnAEFNnRybQD4FXqa,0.7659999999999999,0.8170000000000001,10,-7.292999999999999,0,0.107,0.0,0.134,0.726,117.456,139400,4,False
295,The Beatles,1 (Remastered),Hey Jude - Remastered 2015,3H7sv3Krffn15BufUuXzf3,0.386,0.607,10,-7.7,1,0.0261,1.3800000000000002e-05,0.08800000000000001,0.532,147.207,425653,4,False
296,The Band,Collection,The Weight,182gohJsOw44Tr5hfBNtjG,0.63,0.371,9,-16.320999999999998,1,0.0532,5.05e-06,0.0798,0.462,144.296,276093,4,False
297,JT Coldfire,Crazy Sun,She's Crazy,5tRNgEl5hyFr7E2Adt7dhT,0.609,0.171,5,-14.005999999999998,0,0.0368,0.0986,0.0778,0.21,138.071,323253,3,False
298,Beth Hart,Tell Her You Belong To Me (Live),Tell Her You Belong To Me (Live),1tKNTwcXiWWqRpU4YcbHxi,0.34600000000000003,0.299,6,-12.782,1,0.0602,6.15e-05,0.708,0.0691,149.379,396683,3,False
299,Bravo the Bagchaser,Bravo Flexin',Bravo Flexin',7GpJFKZp2vr0zNHqcK4UQI,0.8240000000000001,0.594,11,-10.751,0,0.364,0.0,0.254,0.5589999999999999,101.56,142707,4,True
300,Burning Witches,The Circle Of Five,The Circle Of Five,5jdR14PR0vkIpEWwhcl2S2,0.41700000000000004,0.902,9,-4.406000000000001,1,0.0688,0.0036799999999999997,0.516,0.405,129.553,325846,4,False
301,Ludwig van Beethoven,Beethoven: The Piano Sonatas,"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 3. Presto agitato",2OQzVmgl8WoNEYDdOLSEOf,0.287,0.0855,6,-24.19,0,0.0481,0.888,0.105,0.114,156.795,461400,4,False
302,Various Artists,The Royal Wedding - The Official Album,"Ave Maria, D.839 - Arr. Hazell",6dJnup5SONQ4YRV44eThsh,0.17800000000000002,0.078,7,-27.509,0,0.04,0.9440000000000001,0.111,0.0397,79.558,157453,3,False
303,Queen,News Of The World (Deluxe Remastered Version),We Will Rock You - Remastered,54flyrjcdnQdco7300avMJ,0.693,0.49700000000000005,2,-7.316,1,0.11900000000000001,0.0,0.258,0.473,81.308,122067,4,False
304,Sum 41,Does This Look Infected?,Still Waiting,2OMqSRS11ly56zg9u5za6c,0.431,0.95,7,-4.918,1,0.26,3.63e-05,0.272,0.56,191.93599999999998,158733,4,False
305,Too Mutz Blues Band,Lady In Black (And Other Blue Pieces),Since I've Been Loving You,4SsNyVhMKLocA6nTF7nLc2,0.523,0.32,5,-11.847000000000001,0,0.0297,0.000414,0.0895,0.17800000000000002,116.339,438653,3,False
306,GAMPER & DADONI,Gimme! Gimme! Gimme!,Gimme! Gimme! Gimme!,4zLSkwZaiMfzzapPCbdG90,0.62,0.748,2,-5.36,0,0.057999999999999996,0.016,0.0729,0.41700000000000004,125.999,187069,4,True
307,Pop Smoke,Meet The Woo 2,Christopher Walking,2IT0T0EqPaUxasjl2o8J2G,0.773,0.7440000000000001,6,-5.1080000000000005,0,0.244,0.0,0.066,0.764,141.004,190680,4,False
308,A$AP Mob,Cozy Tapes: Vol. 1 Friends -,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",5VnpYqIzm02X9gOhVElQo3,0.732,0.772,2,-6.142,0,0.267,1.54e-06,0.242,0.493,123.009,230920,4,True
309,Paul Lansky,Paul Lansky: Homebrew,Night Traffic,7ngXYT9Ky4H0uZmOwMGmKq,0.0612,0.488,9,-15.857999999999999,1,0.0874,0.907,0.17,0.0324,72.821,623000,3,False
310,Sam Cooke,Portrait Of A Legend,A Change Is Gonna Come,7aXPwuC5qjhT0ddjHqe64o,0.32,0.391,0,-10.086,0,0.0318,0.0,0.29100000000000004,0.49,86.43299999999999,191747,3,False
311,A Boogie Wit da Hoodie,Hoodie SZN,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0,0.111,0.434,93.023,189487,4,True
312,Lil Tjay,State of Emergency,Zoo York (feat. Fivio Foreign & Pop Smoke),3Ddny34bFoYBb8dIGq5lwp,0.565,0.569,6,-6.084,0,0.379,8.81e-06,0.106,0.303,92.46600000000001,214825,5,False
313,Travis Scott,Rodeo (Expanded Edition),Maria I'm Drunk (feat. Justin Bieber & Young Thug),6Yqmv7XJLCrQEauMbPGZSw,0.648,0.631,4,-5.662000000000001,0,0.10300000000000001,0.0,0.12,0.142,105.98899999999999,349933,4,True
314,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),5YAP8zpqj1eIX88makBjDe,0.613,0.6,8,-7.097,1,0.154,0.0,0.11699999999999999,0.532,147.059,223543,4,True
315,David Guetta,Just a Little More Love,Love Don't Let Me Go,5lgS45xqkTk2HVm7Jph9ya,0.593,0.836,10,-4.774,0,0.0463,0.0,0.11699999999999999,0.406,127.087,216893,4,True
316,The Starting Line,Say It Like You Mean It,The Best Of Me,1Up4RdOBpChNDytatxKDXP,0.5329999999999999,0.802,4,-4.212,1,0.0384,0.0,0.314,0.293,106.969,258267,4,False
317,A Boogie Wit da Hoodie,The Bigger Artist,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),1AH60dMaEfNjzDoUIFwIQi,0.611,0.478,0,-5.8389999999999995,1,0.107,0.0,0.107,0.138,172.076,258158,4,False
318,Timmy Trumpet,Dumb (Jerome Remix),Dumb - Jerome Remix,4mQbsmONp7vLePy9sh2JCx,0.624,0.8079999999999999,2,-5.404,1,0.0694,0.8340000000000001,0.17800000000000002,0.171,141.969,182535,4,True
319,Beth Hart,Bang Bang Boom Boom,Caught Out In The Rain,7yu8AMzJIp4HHBXEnP2u6Z,0.379,0.27899999999999997,2,-11.842,0,0.0429,0.0595,0.0823,0.139,150.761,433200,3,False
320,Amon Amarth,Berserker,Raven's Flight,0Ov6o6FSQLOlllOm10ESwQ,0.484,0.996,10,-5.045,0,0.12,0.0817,0.382,0.0684,120.041,320613,4,False
321,Story Of The Year,Page Avenue (US Non-PA Version),Until the Day I Die,0DKNNR9iDjwfCEpMiFXMJq,0.597,0.9309999999999999,11,-4.591,0,0.0984,0.0,0.0504,0.534,92.00299999999999,235200,4,False
322,Beth Hart,Immortal,Am I the One,6Vov6RrzbMGNS3XYqeMUFR,0.37,0.539,8,-6.627000000000001,0,0.0578,6.47e-05,0.371,0.239,181.696,399373,3,False
323,Accept,The Undertaker,The Undertaker,3uBjEUnGmq3JOhCEjFzHw8,0.625,0.737,4,-8.437999999999999,0,0.0351,0.0205,0.228,0.22399999999999998,124.999,338255,4,False
324,Full House Brew Crew,Black Flag,Black Flag,15fNkGGoVemGVKXl4U2jNf,0.583,0.9229999999999999,0,-5.457999999999999,1,0.0608,3.39e-05,0.467,0.44,119.962,192987,4,False
325,Christie Huff,Palm Reader,Palm Reader,3tmDp6A2ycEfhZ9CMFQ425,0.39799999999999996,0.41700000000000004,11,-6.207999999999999,1,0.0368,0.0,0.11800000000000001,0.20199999999999999,189.358,256004,3,False
326,NLE Choppa,Camelot,Camelot,4sWuPniHClkInYAnzXAYUF,0.787,0.713,7,-5.252000000000001,1,0.401,0.0,0.7170000000000001,0.7609999999999999,175.046,148759,4,True
327,Orpheus Chamber Orchestra,Orpheus Chamber Orchestra - Baroque Highlights,"Orchestral Suite No. 3 in D Major, BWV 1068: 2. Air",6t7lMFHSifu9j8NPMNCv9T,0.0891,0.0894,2,-25.653000000000002,1,0.042,0.748,0.41600000000000004,0.0728,80.828,284000,4,False
328,FiNCH ASOZiAL,Dorfdisko,Abfahrt,7sIQ5eF9ZmZY6lGGwZKaP9,0.638,0.98,7,-4.149,1,0.171,0.000182,0.171,0.21899999999999997,163.93200000000002,206945,4,True
329,Pretty Maids,Undress Your Madness,If You Want Peace (Prepare for War),09EPGvSXEHgAv8ot6gk8A6,0.396,0.9059999999999999,5,-9.252,0,0.051,0.0405,0.0473,0.623,75.01100000000001,256347,4,False
330,Shoreline Mafia,Mafia Bidness,Perc Popper,0OPcFAAo9LMO9xvu1L7JGD,0.9359999999999999,0.33899999999999997,1,-9.297,1,0.7509999999999999,0.0,0.21100000000000002,0.273,105.165,120857,4,True
331,Young Thug,So Much Fun,Hot (feat. Gunna),5Z8HZM6iQMhhqyPcCGY5g9,0.855,0.6509999999999999,0,-8.044,0,0.235,0.0,0.0772,0.5589999999999999,111.99700000000001,193027,4,True
332,Flipp Dinero,Leave Me Alone,Leave Me Alone,5vDvBD3ReINP8dXUplj477,0.792,0.743,7,-2.806,1,0.0851,0.0,0.183,0.742,150.024,195637,4,True
333,Mister Misery,Strangeland,Strangeland,0O0hjZHwcJsUTakjRQrYjG,0.434,0.9620000000000001,8,-4.081,1,0.0455,0.902,0.155,0.35100000000000003,125.044,226000,4,False
334,NanowaR of Steel,Sneeztem of a Yawn,Sneeztem of a Yawn,65maZKa3fnYC3GAXRrq7R8,0.406,0.894,1,-5.24,1,0.0436,0.594,0.16399999999999998,0.364,83.005,228856,4,False
335,The Doors,The Very Best Of [International Version][expanded w/bonus tracks],Light My Fire - New Stereo Mix Advanced Resolution,2N34SI3nF9zLIksG64zNrT,0.462,0.629,4,-11.963,0,0.0294,0.000194,0.20199999999999999,0.675,131.062,418387,4,False
336,Various Artists,Best of 2016,Touch Me - Bigroom Mix,407txJEvC3FeaqcIoxAnX1,0.7829999999999999,0.8909999999999999,9,-4.447,0,0.053,0.0107,0.0917,0.7070000000000001,128.03,278000,4,True
337,John Cage,Cage: Music for Prepared Piano,Root of an Unfocus,4kNvR3v7Qtv06D1xlS15pO,0.601,0.0264,11,-20.934,1,0.0608,0.905,0.0989,0.11699999999999999,134.434,297640,4,False
338,Fall Out Boy,Infinity On High,Thnks fr th Mmrs,3Zwu2K0Qa5sT6teCCHPShP,0.45899999999999996,0.8909999999999999,10,-5.0569999999999995,0,0.0623,0.0,0.106,0.588,154.83700000000002,203507,4,False
339,David Guetta,7,Light Headed,7ruWjzDQymWE7oJfQB9Sj6,0.452,0.7090000000000001,9,-6.053,0,0.0448,0.0,0.124,0.34299999999999997,139.88299999999998,178720,4,True
340,Marshmello,Project Dreams,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,0.78,0.828,8,-2.235,1,0.237,0.0,0.10400000000000001,0.7859999999999999,160.113,167898,4,True
341,blink-182,Enema Of The State,Dumpweed,4FAp6y9Y52MGKum0LNB247,0.452,0.943,4,-5.546,1,0.0945,0.000135,0.138,0.575,100.59700000000001,143867,4,False
342,Klaas,Don't Wanna Grow Up,Don't Wanna Grow Up,1ITHJfz4ikOhoXDcoPg7Nk,0.6509999999999999,0.73,1,-5.132999999999999,1,0.0663,1.07e-06,0.221,0.41700000000000004,119.971,175250,4,True
343,Berliner Philharmoniker,Tchaikovsky: Ballet Suites (Swan Lake; The Sleeping Beauty; The Nutcraker),"Swan Lake (Suite), Op.20a, TH 219: 1. Scene - Swan Theme",2XRnbXXt4vdrPdI3QL8Lym,0.0786,0.22699999999999998,4,-16.041,0,0.040999999999999995,0.924,0.138,0.055999999999999994,69.884,185440,4,False
344,Lords of Black,Into the Black,Into the Black,69uGltZ3kbIqYmPDHp1p2E,0.418,0.929,7,-4.122,1,0.0539,0.00134,0.245,0.546,170.037,238018,4,False
345,The Rolling Stones,Let It Bleed,Gimme Shelter,1dv3ePjze9tPq2pk8eWJdR,0.63,0.616,1,-8.128,0,0.0309,0.0408,0.17300000000000001,0.509,118.65,270773,4,False
346,Otis Redding,The Very Best of Otis Redding,(Sittin' On) the Dock of the Bay,3XWiy9JEQ4iyqCzIqqdQu3,0.486,0.312,2,-13.522,1,0.0533,1.59e-06,0.0601,0.598,205.917,166827,4,False
347,Migos,No Label II,Fight Night,2n5gVJ9fzeX2SSWlLQuyS9,0.8740000000000001,0.706,1,-5.132000000000001,1,0.207,0.0,0.33399999999999996,0.895,89.96799999999999,216248,4,True
348,Russell Dickerson,Love You Like I Used To,Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,0.501,0.7879999999999999,10,-4.624,1,0.0415,0.0,0.13699999999999998,0.61,152.047,186613,4,False
349,Pop Smoke,Meet The Woo 2 (Deluxe),Dior (with Gunna) - Remix,5R9k9x85lAYbamdUoKAJvj,0.73,0.816,7,-5.402,1,0.304,1.23e-05,0.415,0.8029999999999999,142.054,230387,4,False
350,Younotus,Narcotic Remixes,Narcotic - Dimitri Vegas & Like Mike vs Ummet Ozcan Remix,6iLbgkOew6ZJ6BBSXtUYEJ,0.586,0.867,5,-5.233,0,0.0577,0.496,0.0751,0.284,127.913,203827,4,True
351,Björk,Medulla,Ancestors,0wiEVhNAPwl6aqaalwfioP,0.27899999999999997,0.254,9,-13.277999999999999,0,0.0355,0.00028399999999999996,0.295,0.0855,107.65700000000001,248347,1,False
352,A Boogie Wit da Hoodie,Artist 2.0 (Deluxe),Bleed,5XzombolzpiaOSTdj1W0VS,0.698,0.5720000000000001,2,-7.735,1,0.198,0.0,0.154,0.391,71.446,176959,4,False
353,Flo Rida,GDFR (feat. Sage the Gemini & Lookas) [Remixes],GDFR (feat. Sage the Gemini & Lookas) - DJ Kay Rich x Up 2 No Good Remix,3D2L5xPKcnsYFjUAAFm4AS,0.8140000000000001,0.617,7,-9.735,1,0.317,1.56e-05,0.0731,0.389,96.984,174006,4,True
354,Queen,Greatest Hits II,Under Pressure - Remastered,2aSFLiDPreOVP6KHiWk4lF,0.6629999999999999,0.7120000000000001,2,-7.268,1,0.0479,0.0,0.0804,0.527,113.439,236520,4,False
355,Avenza,Radiate,Radiate,34AMHq4j8ObJSdgZ5XrHFT,0.657,0.89,8,-6.1,0,0.105,0.00979,0.0959,0.413,115.09899999999999,188609,4,True
356,Trippie Redd,A Love Letter To You 4,Death,3Kd6Wp3lG5HXMB2dlvuy7y,0.802,0.82,10,-5.968999999999999,0,0.146,0.0,0.149,0.613,164.005,172196,4,True
357,Heart,Little Queen,Barracuda,4KfSdst7rW39C0sfhArdrz,0.547,0.691,4,-13.552999999999999,0,0.0369,0.105,0.14400000000000002,0.667,137.148,261933,4,False
358,24kGoldn,VALENTINO (Imanbek Remix),VALENTINO - Imanbek Remix,660BgHpKo1jhR9MMSFn7CF,0.7909999999999999,0.795,4,-4.854,1,0.0415,0.0,0.36200000000000004,0.963,124.007,177975,4,True
359,Topmodelz,Summer of 69,Summer Of 69,051ZdP0DFalVl6ZO49WHJa,0.654,0.9570000000000001,9,-4.79,1,0.0337,2.6899999999999997e-05,0.217,0.5589999999999999,139.003,226000,4,True
360,Peter Green,In the Skies,A Fool No More,2Qm98Rw4rdfvo14ZOUiZTN,0.39299999999999996,0.132,4,-18.825,0,0.0321,0.10800000000000001,0.0956,0.293,87.16799999999999,464667,4,False
361,A$AP Rocky,A$AP Forever (feat. Moby),A$AP Forever (feat. Moby),1YmF9PvLhIISIANoMLIYGq,0.469,0.78,10,-6.49,0,0.122,0.0,0.13,0.444,125.999,233061,4,True
362,Clean Bandit,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,3Mong1BzxMKwTZ0SbfLdcQ,0.684,0.95,1,-2.588,0,0.0809,1.25e-06,0.105,0.436,125.97399999999999,156168,4,True
363,Ludwig van Beethoven,Beethoven: Symphonies Nos.5 & 7,"Symphony No.5 In C Minor, Op.67: 1. Allegro con brio",4v3o4IJt1VRDNiM2LCoOXV,0.294,0.305,0,-15.623,0,0.0386,0.912,0.0989,0.187,96.574,442000,4,False
364,Aerosmith,Aerosmith,Dream On,5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.028999999999999998,9.08e-05,0.332,0.22399999999999998,160.9,266960,4,False
365,Seven Lions,Worlds Apart,Strangers,2U0pVx4m1Kdm1Gsjjm6iq8,0.579,0.6970000000000001,0,-7.428999999999999,0,0.0394,1.6e-06,0.157,0.49,129.967,204213,4,True
366,Edward Elgar,Elgar: Enigma Variations; Pomp & Circumstance Marches; Serenade for Strings,"Variations on an Original Theme, Op.36 ""Enigma"": 9. Nimrod (Adagio)",3NrOSg735np3PW8OEvt5F8,0.0869,0.0587,3,-22.846,1,0.0397,0.762,0.113,0.0372,86.027,225133,4,False
367,Linda Ronstadt,Simple Dreams,Blue Bayou,3zxklD2EGecZre9MjEEvIU,0.732,0.161,11,-12.817,1,0.0306,0.000379,0.105,0.5,95.21,239400,4,False
368,Sum 41,Does This Look Infected?,The Hell Song,17XgxMFNzBYv38TEJRC18D,0.359,0.935,8,-5.529,0,0.0817,0.0141,0.35100000000000003,0.6579999999999999,173.429,198493,4,False
369,Ember Falls,The World Is Burning,The World Is Burning,62d3zAqzjE3p0yMBdXgTjc,0.42200000000000004,0.951,11,-7.006,0,0.0951,6.99e-05,0.426,0.5579999999999999,150.036,252107,4,False
370,The Beatles,Abbey Road (Remastered),Come Together - Remastered,0MKqeOVdZcUFGJvWpGCKbG,0.5329999999999999,0.376,9,-11.913,0,0.0393,0.248,0.0926,0.187,165.007,259947,4,False
371,R3HAB,All Around The World (La La La),All Around The World (La La La),1D2Aldrksl9yWWCIPOeDzy,0.733,0.8590000000000001,9,-5.03,0,0.033,0.0645,0.105,0.52,124.948,147840,4,True
372,Boston,Boston,Peace of Mind,3sY6z4pGcxpMwx3W026WtU,0.42100000000000004,0.677,4,-6.183,1,0.0343,9.65e-05,0.21100000000000002,0.6829999999999999,127.67,303587,4,False
373,Juice WRLD,Goodbye & Good Riddance,Black & White,1R0Ig5KYrSGWvIoPzY4T3l,0.7759999999999999,0.736,7,-4.612,1,0.247,0.0,0.159,0.233,147.946,186945,4,True
374,TJ Porter,No Disturbance,Harder Than Ever (feat. Jay Gwuapo & KJ Balla,5jEySVOrEiu9UCOdTy01Ls,0.797,0.61,10,-6.626,1,0.14800000000000002,0.0,0.105,0.465,140.07399999999998,138347,4,False
375,Filmore,State I'm In,Nothing's Better,1LtiNpTzzSX8qcvlPFLmeR,0.8,0.515,9,-5.431,1,0.0351,0.0,0.355,0.9490000000000001,110.01799999999999,193145,4,False
376,Demons & Wizards,Wolves in Winter,Wolves in Winter,6tk9GCcjDX5racqg7r6M4R,0.606,0.96,1,-6.462000000000001,1,0.131,0.16699999999999998,0.201,0.14800000000000002,101.97200000000001,258228,4,False
377,Story Of The Year,Page Avenue (US Non-PA Version),Sidewalks,5mXcLmgkTDJeSSqDMQnhUh,0.418,0.7979999999999999,1,-5.421,0,0.0413,0.0,0.0918,0.151,100.10700000000001,214707,3,False
378,Vigiland,Shots & Squats,Shots & Squats,3FS2e59gXFXrcg7sN2mL5z,0.818,0.8190000000000001,1,-5.052,1,0.11599999999999999,0.000392,0.225,0.27899999999999997,128.02,171799,4,True
379,LIZOT,Back To Her,Back To Her,24sUvUBulpH4prnaivgj6L,0.679,0.7509999999999999,5,-4.315,0,0.0448,1.9699999999999998e-05,0.299,0.466,124.05,162581,4,True
380,Bob Dylan,The Times They Are A-Changin',The Times They Are A-Changin',52vA3CYKZqZVdQnzRrdZt6,0.389,0.396,7,-7.999,1,0.0332,0.0,0.0828,0.585,171.86,192053,3,False
381,Jimmy Eat World,Bleed American (Deluxe Edition),The Middle,5kD9T7GForh8LnRz5ClbL8,0.634,0.8859999999999999,2,-3.466,1,0.0517,0.0,0.342,0.922,161.933,168253,4,False
382,Iron Maiden,En Vivo!,"The Number of the Beast - Live At Estadio Nacional, Santiago",7MH6q8Jhw7O4EN889zNnDL,0.294,0.938,7,-7.556,1,0.10800000000000001,0.0015400000000000001,0.9590000000000001,0.373,97.865,297813,4,False
383,The Doors,The Doors,Light My Fire,5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787000000000001,0,0.0324,2.1600000000000003e-05,0.0905,0.44,124.618,429760,4,False
384,Travis Scott,SICKO MODE (Skrillex Remix),SICKO MODE - Skrillex Remix,0u695M7KyzXaPIjpEbxOkB,0.6509999999999999,0.833,1,-3.3560000000000003,1,0.172,0.0,0.14,0.44299999999999995,155.05100000000002,304512,4,True
385,Michael Bach,"""The Art Of The Curved Bow, Vol.1""- Bach Cello Suite In C, No. 3; Schnebel's Mit Diesen Handen; Funf Inventionen",Fünf Inventionen - Ewartungen,6orWxdG6tBk9f4ZTWplsf5,0.529,0.0121,0,-26.499000000000002,1,0.0518,0.46299999999999997,0.135,0.237,77.324,195160,3,False
386,Blueface,Famous Cryp,Dead Locs,0lYAit4ExwX3Kr8W6AaBw3,0.8190000000000001,0.431,8,-12.481,0,0.512,0.0,0.109,0.531,103.973,133885,4,True
387,A Thousand Horses,A Song to Remember,A Song to Remember,62Ovt2av0MlBvorjVeINQP,0.5479999999999999,0.836,1,-6.371,0,0.0389,0.0,0.126,0.522,114.89299999999999,191614,4,False
388,Mashd N Kutcher,Need Me (The Remixes),Need Me - Jesse Bloch Remix,2Zas2J5jmKyH2xZC8hGUap,0.6759999999999999,0.823,11,-5.272,0,0.0543,0.0,0.054000000000000006,0.38799999999999996,128.089,187500,4,True
389,O.T. Genasis,Cut It (feat. Young Dolph),Cut It (feat. Young Dolph),376KnY4TrgBITxjlnbnmIy,0.875,0.6729999999999999,7,-4.184,1,0.0932,0.0,0.292,0.231,130.0,222600,4,True
390,P-Lo,PRIME,same squad,0YCl0i8CTDqtISiphhLIE8,0.9179999999999999,0.419,7,-9.129,0,0.10400000000000001,4.67e-06,0.195,0.7559999999999999,96.036,151054,4,True
391,John Mayall & The Bluesbreakers,Stories,The Mists Of Time,3Zj5P4UEvqgWvr0vr37yZK,0.39899999999999997,0.5760000000000001,8,-7.579,1,0.0317,0.0018800000000000002,0.0621,0.17800000000000002,165.265,475667,3,False
392,Bruno Mars,Versace On The Floor (Bruno Mars vs. David Guetta),Versace on the Floor (Bruno Mars vs. David Guetta),5UJshy5HDHdNEVqlJwzsQB,0.747,0.701,2,-4.902,1,0.0429,0.0,0.0712,0.589,100.012,228300,4,True
393,Good Charlotte,The Young and The Hopeless,Girls & Boys,65mxB9IWpmVo4qUjdGSxRB,0.6629999999999999,0.72,3,-5.497000000000001,1,0.0331,0.0,0.358,0.608,135.342,183493,4,False
394,Bassjackers,Derp,Derp - Original Mix,4nrK0G6pOEuhMxn3hAaava,0.649,0.973,6,-4.391,1,0.0882,0.662,0.133,0.221,127.95100000000001,279375,4,True
395,Lil Uzi Vert,New Patek,New Patek,0Fpen1PTuEnCmOJtUU9Iud,0.85,0.785,8,-4.963,0,0.345,0.0,0.155,0.718,145.063,343099,4,True
396,Bodybangers,All That She Wants (feat. Victoria Kern) [Radio Edit],All That She Wants (feat. Victoria Kern) - Radio Edit,4Ph1bwwPQoM52ev2qKdzUE,0.7909999999999999,0.9159999999999999,11,-3.032,1,0.053,0.0006389999999999999,0.28800000000000003,0.18,118.978,150587,4,True
397,Kaskade,Automatic,Disarm You (feat. Ilsey),3xQjivjUZ4KnUslduTEYKC,0.446,0.7929999999999999,5,-3.912,0,0.0556,4.14e-05,0.159,0.313,127.79899999999999,221133,4,True
398,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027000000000000003,0.0004940000000000001,0.0575,0.609,147.125,391376,4,False
399,JACKBOYS,JACKBOYS,GATTI,40mjsnRjCpycdUw3xhS20g,0.594,0.6759999999999999,2,-5.808,1,0.344,0.0,0.163,0.47200000000000003,143.477,181145,4,False
400,Samantha Fox,Touch Me 2016,Touch Me 2016 (Radio Edit),3N5xk3diFtwMPvpUJic22r,0.6,0.924,7,-4.808,0,0.0645,0.00162,0.3,0.382,123.027,168000,4,True
401,Something Corporate,Played In Space: The Best of Something Corporate,I Woke Up In A Car,1Xz0TBCM3zbGe7QngUmS6G,0.5539999999999999,0.899,1,-6.122999999999999,1,0.0329,0.00047000000000000004,0.107,0.573,106.976,254413,4,False
402,David Guetta,Nothing but the Beat 2.0,Turn Me On (feat. Nicki Minaj),6JOlNkT0QdHeZB0wPbI9IR,0.705,0.794,8,-2.266,1,0.0593,0.0,0.575,0.41200000000000003,127.961,199680,4,True
403,Jimmy Eat World,Bleed American (Deluxe Edition),Sweetness,6oiaq7aC6DooFHBFJkmQ1n,0.485,0.91,5,-3.678,1,0.0358,0.0,0.17300000000000001,0.6,135.064,220507,4,False
404,Prince,1999,1999,2H7PHVdQ3mXqEHXcvclTB0,0.866,0.73,5,-8.201,1,0.0767,0.0,0.0843,0.625,118.523,379267,4,False
405,Jay Critch,I'm A Star,I'm A Star,5Z1xtYz457TnooU00V3eX1,0.6779999999999999,0.857,9,-6.325,1,0.198,0.0,0.716,0.8540000000000001,200.047,158420,4,False
406,KISS,Dressed To Kill,Rock And Roll All Nite,6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,1,-5.906000000000001,1,0.0998,0.0,0.0539,0.902,144.774,168840,4,False
407,The Doors,L.A. Woman,Riders on the Storm,14XWXWv5FoCbFzLksawpEe,0.5489999999999999,0.722,11,-11.729000000000001,0,0.0283,0.0138,0.11,0.716,103.885,434720,4,False
408,NanowaR of Steel,Uranus (feat. Michael Starr),Uranus (feat. Michael Starr),6F5OGRRIQDc5hF60mcjSTx,0.5489999999999999,0.92,8,-6.046,1,0.0497,3.52e-05,0.0322,0.41,101.955,253390,4,False
409,Alanis Morissette,Jagged Little Pill (Collector's Edition),Ironic - 2015 Remaster,5Fu0SNxvodqiHkwujDfhTC,0.408,0.5820000000000001,11,-8.305,1,0.0508,0.0,0.159,0.365,114.926,230000,5,False
410,Jay Critch,Dreams In A Wraith,Dreams In A Wraith,4zodeeJbcglAma86fnv0jy,0.765,0.627,2,-7.271,1,0.377,0.0,0.373,0.31,120.101,144124,4,False
